sub_chapter_name,hsn,rate,chapter_name,sub_category_name,category_name
"TRACK SUITS, SKI SUITS AND SWIMWEAR, KNITTED OR CROCHETED ",HSN 6112 19 30,5,"Chapter 61 : Articles of Apparel and Clothing Accessories, Knitted or Crocheted",Of artificial fibres,Of other textile materials: 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 31 00,5,Chapter 52 : Cotton,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),"Multiple (folded) or cabled yarn, of uncombed fibres: "
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 25 00,5,Chapter 52 : Cotton,Measuring less than 125 decitex (exceeding 80 metric number),Single yarn of combed fibres: 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 24 00,5,Chapter 52 : Cotton,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),Single yarn of combed fibres: 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 22 00,5,Chapter 52 : Cotton,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),Single yarn of combed fibres: 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 14 00,5,Chapter 52 : Cotton,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),"Single yarn, of uncombed fibres: "
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 15 00,5,Chapter 52 : Cotton,Measuring less than 125 decitex (exceeding 80 metric number),"Single yarn, of uncombed fibres: "
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 21 00,5,Chapter 52 : Cotton,Measuring 714.29 decitex or more (not exceeding 14 metric number),Single yarn of combed fibres: 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 23 00,5,Chapter 52 : Cotton,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),Single yarn of combed fibres: 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 13 00,5,Chapter 52 : Cotton,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),"Single yarn, of uncombed fibres: "
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 12 00,5,Chapter 52 : Cotton,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),"Single yarn, of uncombed fibres: "
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5206 11 00,5,Chapter 52 : Cotton,Measuring 714.29 decitex or more (not exceeding 14 metric number),"Single yarn, of uncombed fibres: "
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5205 48 90,,Chapter 52 : Cotton,Other,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn): 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5205 48 30,5,Chapter 52 : Cotton,Dyed,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn): 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5205 48 20,5,Chapter 52 : Cotton,Bleached,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn): 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5205 48 10,18,Chapter 52 : Cotton,Grey,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn): 
"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% OR MORE BY WEIGHT OF COTTON, NOT PUT UP FOR RETAIL SALE ",HSN 5205 47 90,,Chapter 52 : Cotton,Other,Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn): 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 50 00,18,Chapter 72 : Iron and steel,Plated or coated with chromium oxides or with chromium and chromium oxides,Otherwise plated or coated with zinc: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 49 00,,Chapter 72 : Iron and steel,Other,Otherwise plated or coated with zinc: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 41 00,18,Chapter 72 : Iron and steel,Corrugated,Otherwise plated or coated with zinc: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 30 90,,Chapter 72 : Iron and steel,Other,Electrolytically plated or coated with zinc: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 20 00,18,Chapter 72 : Iron and steel,"Plated or coated with lead, including terne-plate",Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 30 10,18,Chapter 72 : Iron and steel,Corrugated,Electrolytically plated or coated with zinc: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 61 00,18,Chapter 72 : Iron and steel,Plated or coated with aluminium-zinc alloys,Plated or coated with aluminium: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 12 90,,Chapter 72 : Iron and steel,Other,Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 12 10,18,Chapter 72 : Iron and steel,OTS/MR Type,Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 11 10,18,Chapter 72 : Iron and steel,OTS/MR Type,Of a thickness of 0.5 mm or more: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLD- REDUCED), NOT CLAD, PLATED OR COATED ",HSN 7209 90 00,,Chapter 72 : Iron and steel,Other,Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLD- REDUCED), NOT CLAD, PLATED OR COATED ",HSN 7209 28 20,18,Chapter 72 : Iron and steel,Sheets,Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLD- REDUCED), NOT CLAD, PLATED OR COATED ",HSN 7209 28 30,18,Chapter 72 : Iron and steel,Strip,Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLD- REDUCED), NOT CLAD, PLATED OR COATED ",HSN 7209 28 90,,Chapter 72 : Iron and steel,Other,Of a thickness of less than 0.5 mm: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, CLAD, PLATED OR COATED ",HSN 7210 11 90,,Chapter 72 : Iron and steel,Other,Of a thickness of 0.5 mm or more: 
"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, COLD-ROLLED (COLD- REDUCED), NOT CLAD, PLATED OR COATED ",HSN 7209 28 10,18,Chapter 72 : Iron and steel,Plates,Of a thickness of less than 0.5 mm: 
BABIES' GARMENTS AND CLOTHING ACCESSORIES ,HSN 6209 90 90,,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Other,Of other textile materials: 
BABIES' GARMENTS AND CLOTHING ACCESSORIES ,HSN 6209 30 00,5,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Of synthetic fibres,
"GARMENTS, MADE UP OF FABRICS OF HEADING 5602, 5603, 5903, 5906 OR 5907 ",HSN 6210 10 00,   ,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Of fabrics of heading 5602 or 5603,
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 99 90,,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Other,Of other textile materials: 
BABIES' GARMENTS AND CLOTHING ACCESSORIES ,HSN 6209 20 00,12,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Of cotton,
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 99 20,   ,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Dressing gowns and bathrobes of silk,Of other textile materials: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 99 10,   ,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Dressing gowns and bathrobes of wool,Of other textile materials: 
"GARMENTS, MADE UP OF FABRICS OF HEADING 5602, 5603, 5903, 5906 OR 5907 ",HSN 6210 20 10,   ,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","Outer garments, of rubberised textile fabrics","Other garments, of the type described in sub- headings 6201 11 to 6201 19: "
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 92 90,,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Other,Of man-made fibres: 
BABIES' GARMENTS AND CLOTHING ACCESSORIES ,HSN 6209 90 10,5,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Of silk,Of other textile materials: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 91 90,,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Other,Of cotton: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 91 10,   ,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Dressing gowns and bathrobes,Of cotton: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 99,,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Other,Other: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 96,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Polyester suitings,Other: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 92 10,   ,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Dressing gowns and bathrobes,Of man-made fibres: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 29 20,12,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Of wool,Of other textile materials: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 95,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Other nylon and polyamide fabrics of filament yarn,Other: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 29 90,,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Other,Of other textile materials: 
"WOMEN'S OR GIRLS' SINGLETS AND OTHER VESTS, SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PYJAMAS, NEGLIGES, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES ",HSN 6208 29 10,5,"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted",Of silk,Of other textile materials: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 93,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Nylon furnishing fabrics,Other: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 92,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Tent fabrics,Other: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 91,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Parachute fabrics,Other: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 49,,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Other,Printed: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 45,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Other nylon and polyamide fabrics (filament),Printed: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 41 00,5,Chapter 55 : Man-made Staple Fibres,"Of polyester staple fibres, plain weave",Printed: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 46,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Polyester suitings,Printed: 
"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",HSN 5407 10 94,5,Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,Umbrella cloth panel fabrics,Other: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 31 00,5,Chapter 55 : Man-made Staple Fibres,"Of polyester staple fibres, plain weave",Of yarns of different colours: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 29 00,5,Chapter 55 : Man-made Staple Fibres,Other woven fabrics,Dyed: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 39 00,5,Chapter 55 : Man-made Staple Fibres,Other woven fabrics,Of yarns of different colours: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 23 00,5,Chapter 55 : Man-made Staple Fibres,Other woven fabrics of polyester staple fibres,Dyed: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 21 00,5,Chapter 55 : Man-made Staple Fibres,"Of polyester staple fibres, plain weave",Dyed: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 19 10,5,Chapter 55 : Man-made Staple Fibres,Unbleached,Other woven fabrics: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 13 20,5,Chapter 55 : Man-made Staple Fibres,Bleached,Other woven fabrics of polyester staple fibres: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 19 20,5,Chapter 55 : Man-made Staple Fibres,Bleached,Other woven fabrics: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 11 20,5,Chapter 55 : Man-made Staple Fibres,Bleached,"Of polyester staple fibres, plain weave: "
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 12 20,5,Chapter 55 : Man-made Staple Fibres,Bleached,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres: "
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 13 10,5,Chapter 55 : Man-made Staple Fibres,Unbleached,Other woven fabrics of polyester staple fibres: 
"WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBRES, MIXED MAINLY OR SOLELY WITH COTTON, OF A WEIGHT NOT EXCEEDING 170G/M2 ",HSN 5513 12 10,5,Chapter 55 : Man-made Staple Fibres,Unbleached,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 30 30,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Dyed,"Other, mixed mainly or solely with man-made staple fibres: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 30 20,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Bleached,"Other, mixed mainly or solely with man-made staple fibres: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 30 10,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Unbleached,"Other, mixed mainly or solely with man-made staple fibres: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 20 90,,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Other,"Other, mixed mainly or solely with man-made filaments: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 20 30,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Dyed,"Other, mixed mainly or solely with man-made filaments: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 20 40,12,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Printed,"Other, mixed mainly or solely with man-made filaments: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 20 20,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Bleached,"Other, mixed mainly or solely with man-made filaments: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 20 10,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Unbleached,"Other, mixed mainly or solely with man-made filaments: "
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 19 90,,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Other,Other: 
WOVEN FABRICS OF COMBED WOOL OR OF COMBED FINE ANIMAL HAIR ,HSN 5112 19 30,5,"Chapter 51 : Wool, Fine or Coarse Animal Hair, Horsehair Yarn and Woven Fabrics",Dyed,Other: 
