chapter_name,sub_chapter_name,category_name,sub_category_name,hsn,rate
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Lungies,HSN 5407 84 60,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Nylon sarees,HSN 5407 84 20,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Nylon georgette,HSN 5407 84 10,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Dyed,HSN 5516 42 00,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Polyester shirtings,HSN 5407 84 30,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Of yarns of different colours,HSN 5516 43 00,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Terylene and dacron sarees,HSN 5407 84 50,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Other,HSN 5407 84 90,
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Bleached,HSN 5516 41 20,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Unbleached,HSN 5516 41 10,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Printed,HSN 5516 34 00,12
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Of yarns of different colours,HSN 5516 33 00,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Dyed,HSN 5516 32 00,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Bleached,HSN 5516 31 20,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Unbleached,HSN 5516 31 10,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Of yarns of different colours,HSN 5516 23 00,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Printed,HSN 5516 24 00,12
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Dyed,HSN 5516 22 00,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Bleached,HSN 5516 21 20,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Printed: ,Polyester suitings,HSN 5407 84 40,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Unbleached,HSN 5516 21 10,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Voils( excluding leno fabrics),HSN 5208 31 80,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Muslin (including lawn mulmul and organdy) of carded or combed yarn,HSN 5208 31 70,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Mull (including limbric and willaya),HSN 5208 31 60,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Casement,HSN 5208 31 40,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Cambrics (including madapollam and jaconet),HSN 5208 31 50,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Shirting fabrics,HSN 5208 31 30,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ","Sarees, of Handloom",HSN 5208 31 21,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Saree,HSN 5208 31 20,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ",Other fabrics: ,"Dhoti and saree, zari bordered",HSN 5208 29 10,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ",Other fabrics: ,Other,HSN 5208 29 90,
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","Plain weave, weighing not more than 100 g/m2: ",Lungi,HSN 5208 31 10,5
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ",Other fabrics: ,"Dedsuti, Dosuti fabrics, ceretonnes and osamburge",HSN 5208 29 20,5
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ",Other: ,Of spring steel quality,HSN 7214 99 10,18
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ",Of rectangular (other than square) cross- section: ,Other,HSN 7214 91 90,
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ",Other: ,Other,HSN 7214 99 90,
Chapter 52 : Cotton,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE BY WEIGHT OF COTTON, WEIGHING NOT MORE THAN 200 G/M2 ","3-thread or 4-thread twill, including cross twill: ",Other,HSN 5208 23 90,
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ",Of rectangular (other than square) cross- section: ,Mild steel bright bar,HSN 7214 91 10,18
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ","Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling: ","Other, of free cutting steel",HSN 7214 30 00,18
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ","Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling: ",Other,HSN 7214 20 90,
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ",Forged: ,Spring steel quality,HSN 7214 10 10,18
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ","Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling: ",Spring steel quality,HSN 7214 20 10,18
Chapter 72 : Iron and steel,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT- ROLLED, HOT-DRAWN OR HOT- EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING ",Forged: ,Other,HSN 7214 10 90,
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ",Other: ,Cold heading quality,HSN 7213 99 20,18
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ",Other: ,Other,HSN 7213 99 90,
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ",Of circular cross-section measuring less than 14 mm in diameter: ,Other,HSN 7213 91 90,
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ",Of circular cross-section measuring less than 14 mm in diameter: ,Cold heading quality,HSN 7213 91 20,18
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ",Other: ,Electrode quality,HSN 7213 99 10,18
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ",Of circular cross-section measuring less than 14 mm in diameter: ,Electrode quality,HSN 7213 91 10,18
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ","Other, of free-cutting steel: ",Cold heading quality,HSN 7213 20 20,18
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ","Other, of free-cutting steel: ",Other,HSN 7213 20 90,
Chapter 72 : Iron and steel,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL ","Other, of free-cutting steel: ",Electrode quality,HSN 7213 20 10,18
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","GLOVES, MITTENS AND MITTS ","Gloves, mittens and mitts: ",of Handloom,HSN 6216 00 20,12
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","TIES, BOW TIES AND CRAVATS ",,Of man-made fibres,HSN 6215 20 00,12
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","TIES, BOW TIES AND CRAVATS ",Of other textile materials: ,Of cotton,HSN 6215 90 10,12
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","TIES, BOW TIES AND CRAVATS ",Of other textile materials: ,Other,HSN 6215 90 90,
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ",Other,HSN 6214 90 90,
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","GLOVES, MITTENS AND MITTS ","Gloves, mittens and mitts: ",Other,HSN 6216 00 90,
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","TIES, BOW TIES AND CRAVATS ",,Of silk or silk waste,HSN 6215 10 00,12
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","GLOVES, MITTENS AND MITTS ","Gloves, mittens and mitts: ",Of cotton,HSN 6216 00 10,12
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Chadars, cotton: ",White bleached,HSN 6214 90 22,   
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ",Grey,HSN 6214 90 31,18
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Chadars, cotton: ",Other,HSN 6214 90 29,
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ","Shawls, mufflers and the like, of cotton",HSN 6214 90 50,   
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ",White bleached,HSN 6214 90 32,   
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ","Scarves, cotton",HSN 6214 90 40,   
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ",Other,HSN 6214 90 39,
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Odhani, cotton: ","Shawls, mufflers and the like of man-made fibres",HSN 6214 90 60,   
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Terylene and dacron sarees,HSN 5407 81 25,5
"Chapter 62 : Articles  of Apparel and  Clothing Accessories, Not Knitted or Crocheted","SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND THE LIKE ","Chadars, cotton: ",Grey,HSN 6214 90 21,18
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Dyed: ,Nylon sarees,HSN 5407 82 20,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Other,HSN 5407 81 29,
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Polyester dhoti,HSN 5407 81 26,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Dyed: ,Nylon georgette,HSN 5407 82 10,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Polyester suitings,HSN 5407 81 24,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Polyester shirtings,HSN 5407 81 23,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Nylon georgette,HSN 5407 81 21,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Unbleached: ,Polyester dhoti,HSN 5407 81 16,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Unbleached: ,Other,HSN 5407 81 19,
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Printed: ,Other,HSN 5516 14 90,
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Unbleached: ,Terylene and dacron sarees,HSN 5407 81 15,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Printed: ,Spun rayon printed linen,HSN 5516 14 20,5
Chapter 54 : Man-made filaments; strip and the like of man-made textile materials,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE AND OF WHICH NO CROSS-SECTIONAL DIMENSION EXCEEDS 1 MM; STRIP AND THE LIKE (FOR EXAMPLE, ARTIFICIAL STRAW) OF SYNTHETIC TEXTILE MATERIALS OF AN APPARENT WIDTH NOT EXCEEDING 5 MM ",Bleached: ,Nylon sarees,HSN 5407 81 22,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Printed: ,Spun rayon printed shantung,HSN 5516 14 10,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Unbleached,HSN 5516 11 10,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Of yarns of different colours,HSN 5516 13 00,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Bleached,HSN 5516 11 20,5
Chapter 55 : Man-made Staple Fibres,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES ,Unbleached or bleached: ,Dyed,HSN 5516 12 00,5
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Other: ,Printed,HSN 5515 99 40,12
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Other: ,Other,HSN 5515 99 90,
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Other: ,Bleached,HSN 5515 99 20,5
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Other: ,Dyed,HSN 5515 99 30,5
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Other: ,Unbleached,HSN 5515 99 10,5
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Mixed mainly or solely with man-made filaments: ,Dyed,HSN 5515 91 30,5
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Mixed mainly or solely with man-made filaments: ,Other,HSN 5515 91 90,
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Mixed mainly or solely with man-made filaments: ,Printed,HSN 5515 91 40,12
Chapter 55 : Man-made Staple Fibres,OTHER WOVEN FABRICS OF SYNTHETIC STAPLE FIBRES ,Mixed mainly or solely with man-made filaments: ,Bleached,HSN 5515 91 20,5
"Chapter 61 : Articles of Apparel and Clothing Accessories, Knitted or Crocheted","OTHER MADE UP CLOTHING ACCESSORIES, KNITTED OR CROCHETED KNITTED OR CROCHETED PARTS OF GARMENTS OR OF CLOTHING ACCESSORIES ",Other accessories: ,Parts,HSN 6117 90 00,5
"Chapter 61 : Articles of Apparel and Clothing Accessories, Knitted or Crocheted","OTHER MADE UP CLOTHING ACCESSORIES, KNITTED OR CROCHETED KNITTED OR CROCHETED PARTS OF GARMENTS OR OF CLOTHING ACCESSORIES ",Other accessories: ,Other,HSN 6117 80 90,
